1,-0.67,-4.59,-0.67,0.00,0.00,0,0,0,0,0,0,6631,7
2,-0.55,-3.45,-0.55,5103.52,1344.19,19,2,15,10,45,42,11633,7
3,-0.35,-3.10,-0.35,5103.52,1344.19,19,2,15,10,45,47,16634,7
4,-0.98,-3.41,-0.98,5103.52,1344.19,19,2,15,10,45,54,21634,7
5,-0.47,-3.84,-0.47,5103.52,1344.19,19,2,15,10,45,58,26636,7
6,-0.59,-3.84,-0.59,5103.52,1344.19,19,2,15,10,46,4,31636,7
7,-0.67,-3.77,-0.67,5103.52,1344.19,19,2,15,10,46,8,36638,7
8,-0.59,-3.77,-0.59,5103.52,1344.19,19,2,15,10,46,14,41638,7
9,-0.43,-2.59,-0.43,5103.52,1344.19,19,2,15,10,46,18,46639,7
10,7.85,16.91,7.85,5103.52,1344.19,19,2,15,10,46,24,51641,7
11,0.24,-1.37,0.24,5103.51,1344.19,19,2,15,10,46,28,54774,3
12,0.51,-3.96,0.51,5103.51,1344.19,19,2,15,10,46,28,56641,7
13,0.78,-6.63,0.78,5103.51,1344.20,19,2,15,10,46,34,61643,7
14,0.78,-2.04,0.78,5103.50,1344.21,19,2,15,10,46,38,66643,7
15,0.24,-4.00,0.24,5103.49,1344.22,19,2,15,10,46,44,71645,7
16,-1.65,-2.04,-1.65,5103.48,1344.23,19,2,15,10,46,48,76647,7
17,1.33,-6.79,1.33,5103.47,1344.25,19,2,15,10,46,54,81648,7
18,-1.65,-3.96,-1.65,5103.47,1344.25,19,2,15,10,46,54,81795,1
19,-0.39,-1.69,-0.39,5103.46,1344.26,19,2,15,10,46,58,86648,7
20,-0.24,-3.65,-0.24,5103.45,1344.28,19,2,15,10,47,4,91649,7
21,-0.27,-1.65,-0.27,5103.44,1344.28,19,2,15,10,47,6,92778,2
22,-1.57,-4.39,-1.57,5103.44,1344.28,19,2,15,10,47,6,94446,2
23,-1.26,-2.82,-1.26,5103.44,1344.29,19,2,15,10,47,8,96650,7
24,1.61,-0.43,1.61,5103.43,1344.30,19,2,15,10,47,12,100025,2
25,-1.88,-1.22,-1.88,5103.42,1344.31,19,2,15,10,47,14,101651,7
26,0.51,-1.80,0.51,5103.42,1344.32,19,2,15,10,47,18,106652,7
27,-0.39,-5.06,-0.39,5103.41,1344.35,19,2,15,10,47,24,111654,7
28,0.71,-4.51,0.71,5103.40,1344.37,19,2,15,10,47,28,116651,3
29,0.71,-4.51,0.71,5103.40,1344.37,19,2,15,10,47,28,116672,7
30,-1.29,-3.65,-1.29,5103.40,1344.38,19,2,15,10,47,32,120080,2
31,-0.43,-2.31,-0.43,5103.40,1344.38,19,2,15,10,47,32,120392,2
32,0.04,-1.57,0.04,5103.39,1344.39,19,2,15,10,47,34,121492,2
33,-1.49,-4.63,-1.49,5103.39,1344.39,19,2,15,10,47,34,121674,7
34,2.51,-8.71,2.51,5103.39,1344.39,19,2,15,10,47,34,122736,3
35,0.00,-5.06,0.00,5103.39,1344.41,19,2,15,10,47,38,125457,2
36,-0.67,-3.53,-0.67,5103.39,1344.41,19,2,15,10,47,38,126675,7
37,-0.55,-3.57,-0.55,5103.39,1344.42,19,2,15,10,47,40,127679,2
38,0.71,-1.61,0.71,5103.38,1344.43,19,2,15,10,47,42,129043,3
39,2.24,-4.51,2.24,5103.38,1344.44,19,2,15,10,47,44,131675,7
40,-1.14,-1.80,-1.14,5103.38,1344.46,19,2,15,10,47,48,136676,7
41,-6.59,-0.16,-6.59,5103.37,1344.49,19,2,15,10,47,54,141677,7
42,0.55,-2.12,0.55,5103.37,1344.51,19,2,15,10,47,58,146678,7
43,-4.08,7.92,-4.08,5103.37,1344.53,19,2,15,10,48,4,151680,7
44,-1.80,-6.55,-1.80,5103.36,1344.54,19,2,15,10,48,6,153562,2
45,-0.47,-2.82,-0.47,5103.36,1344.55,19,2,15,10,48,8,155431,2
46,1.73,0.47,1.73,5103.36,1344.55,19,2,15,10,48,8,155707,3
47,-1.45,-3.30,-1.45,5103.36,1344.55,19,2,15,10,48,8,156681,7
48,-0.71,1.22,-0.71,5103.36,1344.57,19,2,15,10,48,12,159077,2
49,-1.37,-4.94,-1.37,5103.36,1344.57,19,2,15,10,48,12,159746,3
50,0.75,-5.41,0.75,5103.36,1344.58,19,2,15,10,48,14,161681,7
51,-1.77,0.67,-1.77,5103.36,1344.59,19,2,15,10,48,16,163577,2
52,-1.02,-6.28,-1.02,5103.36,1344.59,19,2,15,10,48,16,164788,2
53,-1.33,0.78,-1.33,5103.35,1344.60,19,2,15,10,48,18,165747,2
54,0.71,-7.10,0.71,5103.35,1344.60,19,2,15,10,48,18,166274,2
55,-1.14,-2.67,-1.14,5103.35,1344.60,19,2,15,10,48,18,166682,7
56,-0.86,-2.12,-0.86,5103.35,1344.61,19,2,15,10,48,20,167552,2
